,SP500,Temp,INDPRO
1997-08-31,6.801805700972256,0.47,81.2825
1997-09-30,6.853594720022701,0.61,82.0327
1997-10-31,6.818508678467918,0.64,82.7656
1997-11-30,6.862130100955861,0.62,83.427
1997-12-31,6.877739272238541,0.58,83.784
1998-01-31,6.887838245141778,0.59,84.1564
1998-02-28,6.9559166740891545,0.81,84.3066
1998-03-31,7.004655103722096,0.64,84.342
1998-04-30,7.013690629390806,0.72,84.6339
1998-05-31,6.9946849859701965,0.7,85.1867
1998-06-30,7.03336538085865,0.74,84.6809
1998-07-31,7.021681999716016,0.7,84.3445
1998-08-31,6.864095929641722,0.71,86.0816
1998-09-30,6.924622228841909,0.5,86.0023
1998-10-31,7.001855636337233,0.44,86.591
1998-11-30,7.059299708344384,0.44,86.5115
1998-12-31,7.1141432360763055,0.58,86.8615
1999-01-31,7.154334067355465,0.47,87.2205
1999-02-28,7.121518976690086,0.64,87.726
1999-03-31,7.159579577257243,0.37,87.9125
1999-04-30,7.19682139320608,0.37,88.1082
1999-05-31,7.171533927352359,0.32,88.6483
1999-06-30,7.224542167144024,0.41,88.5903
1999-07-31,7.191971351790744,0.38,89.1098
1999-08-31,7.185697573412947,0.38,89.5007
1999-09-30,7.156730306330612,0.42,89.1304
1999-10-31,7.217392073077628,0.34,90.2709
1999-11-30,7.236274545838654,0.36,90.7528
1999-12-31,7.29250734549276,0.47,91.4784
2000-01-31,7.240262522539976,0.32,91.4092
2000-02-29,7.219949459929527,0.55,91.7245
2000-03-31,7.312273272051751,0.53,92.083
2000-04-30,7.2809932947936735,0.6,92.6659
2000-05-31,7.25883459656371,0.37,92.9347
2000-06-30,7.28248622772044,0.38,93.0018
2000-07-31,7.266009974456078,0.4,92.8373
2000-08-31,7.32493813204429,0.44,92.591
2000-09-30,7.269971839759542,0.45,92.9827
2000-10-31,7.265010054785878,0.31,92.64
2000-11-30,7.181553921075292,0.3,92.6604
2000-12-31,7.1855991142980145,0.3,92.3457
2001-01-31,7.219649360748156,0.45,91.8908
2001-02-28,7.122818270331615,0.43,91.2851
2001-03-31,7.056459726401484,0.56,91.0585
2001-04-30,7.130466736957464,0.53,90.7384
2001-05-31,7.135544024656072,0.57,90.2607
2001-06-30,7.110222541469049,0.53,89.7811
2001-07-31,7.099391651200748,0.62,89.2352
2001-08-31,7.033136045313282,0.54,89.157
2001-09-30,6.947879430066291,0.55,88.6749
2001-10-31,6.965816618395407,0.5,88.4051
2001-11-30,7.03830096882878,0.69,87.886
2001-12-31,7.045848929662683,0.62,87.8518
2002-01-31,7.030153969650691,0.68,88.4634
2002-02-28,7.009168097928878,0.68,88.4578
2002-03-31,7.045242033339703,0.83,89.1265
2002-04-30,6.981864072064093,0.56,89.5507
2002-05-31,6.9727356674819445,0.65,89.9348
2002-06-30,6.897517408474404,0.58,90.6736
2002-07-31,6.815222137873978,0.64,90.6436
2002-08-31,6.820096096211644,0.56,90.5505
2002-09-30,6.703537307234868,0.61,90.6373
2002-10-31,6.7864487909514635,0.57,90.3988
2002-11-30,6.841950510838765,0.57,90.8947
2002-12-31,6.779716333616122,0.51,90.3906
2003-01-31,6.751919739325371,0.72,91.1369
2003-02-28,6.73477023796274,0.62,91.2505
2003-03-31,6.743092041628077,0.59,91.0006
2003-04-30,6.821015873623052,0.58,90.4311
2003-05-31,6.870662557591482,0.6,90.4
2003-06-30,6.881925438187829,0.49,90.5196
2003-07-31,6.898016898808836,0.58,90.9869
2003-08-31,6.915735407885198,0.64,90.7933
2003-09-30,6.90371243760088,0.69,91.3819
2003-10-31,6.957225552776959,0.75,91.5049
2003-11-30,6.964328892415211,0.56,92.1265
2003-12-31,7.0138396823700075,0.74,92.1732
2004-01-31,7.030969901272745,0.62,92.3268
2004-02-29,7.043109359251854,0.71,92.8995
2004-03-31,7.026614719995245,0.67,92.5368
2004-04-30,7.009684224532329,0.62,92.8957
2004-05-31,7.021693742622252,0.4,93.5845
2004-06-30,7.039516253591136,0.44,92.8651
2004-07-31,7.004627357478312,0.37,93.5502
2004-08-31,7.006909350650031,0.49,93.6301
2004-09-30,7.0162357521070335,0.55,93.7353
2004-10-31,7.030149077604192,0.62,94.5695
2004-11-30,7.06802233586689,0.7,94.8015
2004-12-31,7.099958106488888,0.53,95.5415
2005-01-31,7.074343814140101,0.76,95.8785
2005-02-28,7.093072440302579,0.63,96.5709
2005-03-31,7.073770356525837,0.75,96.4345
2005-04-30,7.05345393026338,0.69,96.6347
2005-05-31,7.082968080844271,0.67,96.7251
2005-06-30,7.082823604577505,0.67,97.1483
2005-07-31,7.118161621768548,0.64,96.8397
2005-08-31,7.106877404209912,0.6,97.1584
2005-09-30,7.113802622604438,0.7,95.2764
2005-10-31,7.095898045443806,0.74,96.4411
2005-11-30,7.1304820450534425,0.77,97.5016
2005-12-31,7.129532271379903,0.72,97.9723
2006-01-31,7.154681679714257,0.6,98.127
2006-02-28,7.155134217594676,0.76,98.1687
2006-03-31,7.1661330247557204,0.66,98.3913
2006-04-30,7.1782494552071,0.55,98.6826
2006-05-31,7.14684293442976,0.55,98.7074
2006-06-30,7.146933096426066,0.64,99.0398
2006-07-31,7.15200284728025,0.56,98.9751
2006-08-31,7.173052515003491,0.71,99.4047
2006-09-30,7.1973208213403606,0.67,99.2246
2006-10-31,7.2283467758140345,0.68,99.1229
2006-11-30,7.244680530119634,0.69,99.0963
2006-12-31,7.257214592964256,0.78,100.1125
2007-01-31,7.27117743013757,0.92,99.7546
2007-02-28,7.249086412734868,0.71,100.7166
2007-03-31,7.259020252987506,0.68,100.8952
2007-04-30,7.301395630070851,0.78,101.5723
2007-05-31,7.333428919577521,0.64,101.6269
2007-06-30,7.315450296326967,0.59,101.6547
2007-07-31,7.282950012634621,0.59,101.4953
2007-08-31,7.295726871901544,0.57,101.6943
2007-09-30,7.330894430296464,0.6,101.9428
2007-10-31,7.345608398875468,0.61,101.6446
2007-11-30,7.300569472661722,0.57,102.2167
2007-12-31,7.291898124052387,0.48,102.2764
2008-01-31,7.228785537456064,0.28,102.1493
2008-02-29,7.193410011017397,0.32,101.7756
2008-03-31,7.187432980257474,0.7,101.4508
2008-04-30,7.233878805514854,0.52,100.7554
2008-05-31,7.244496535842732,0.51,100.1336
2008-06-30,7.1546163170694514,0.48,99.8728
2008-07-31,7.144707774443645,0.59,99.4194
2008-08-31,7.156822269109258,0.53,97.8491
2008-09-30,7.061644282860945,0.61,93.5576
2008-10-31,6.876010472376113,0.68,94.4985
2008-11-30,6.798205038895903,0.7,93.2617
2008-12-31,6.8060048185598205,0.59,90.6266
2009-01-31,6.716451485531773,0.67,88.3712
2009-02-28,6.599995908491621,0.55,87.843
2009-03-31,6.681941672992381,0.53,86.4689
2009-04-30,6.771714716450652,0.58,85.7903
2009-05-31,6.823438301417869,0.62,84.9436
2009-06-30,6.823638553933175,0.68,84.6746
2009-07-31,6.895151360358094,0.74,85.6853
2009-08-31,6.928170108060245,0.71,86.6393
2009-09-30,6.96326430477361,0.76,87.3821
2009-10-31,6.943310182218556,0.69,87.5809
2009-11-30,6.9990844158493895,0.76,87.9388
2009-12-31,7.016701770237101,0.72,88.2404
2010-01-31,6.979023632661361,0.77,89.1897
2010-02-28,7.007142020125994,0.84,89.5046
2010-03-31,7.064272749748737,0.89,90.1356
2010-04-30,7.078922672916187,0.88,90.4607
2010-05-31,6.993387729355968,0.78,91.7014
2010-06-30,6.938003244666867,0.7,91.9033
2010-07-31,7.004516543635231,0.67,92.2549
2010-08-31,6.955903767798158,0.65,92.5936
2010-09-30,7.039836633183906,0.65,92.8533
2010-10-31,7.076026704999943,0.69,92.6033
2010-11-30,7.073738236501081,0.77,92.6686
2010-12-31,7.136989037677714,0.51,93.5916
2011-01-31,7.159385922150734,0.56,93.3889
2011-02-28,7.190844966558211,0.51,93.0045
2011-03-31,7.189791481965074,0.65,93.9684
2011-04-30,7.217892494462439,0.66,93.6571
2011-05-31,7.204295998746103,0.55,93.7723
2011-06-30,7.185871026458554,0.62,94.0493
2011-07-31,7.164165549708661,0.7,94.4958
2011-08-31,7.105698860702175,0.7,95.0974
2011-09-30,7.031229078151064,0.62,95.0244
2011-10-31,7.13353237068269,0.66,95.6891
2011-11-30,7.128463921911467,0.55,95.6778
2011-12-31,7.136964242437363,0.59,96.1809
2012-01-31,7.179620113617357,0.51,96.7595
2012-02-29,7.219409740823376,0.52,97.0662
2012-03-31,7.2502577684547305,0.53,96.5609
2012-04-30,7.242734970883856,0.72,97.251
2012-05-31,7.178033535043899,0.75,97.4595
2012-06-30,7.216826032781136,0.7,97.4768
2012-07-31,7.229348742886189,0.63,97.6714
2012-08-31,7.248913425985081,0.67,97.2734
2012-09-30,7.272866687763845,0.74,97.2217
2012-10-31,7.252874290690395,0.78,97.5311
2012-11-30,7.2557194934343645,0.75,97.9084
2012-12-31,7.262760414165884,0.53,98.1884
2013-01-31,7.311960210734842,0.68,98.1736
2013-02-28,7.322958331034531,0.6,98.6434
2013-03-31,7.358312210981077,0.66,99.047
2013-04-30,7.376236293388001,0.6,98.9445
2013-05-31,7.396790336878768,0.66,99.0383
2013-06-30,7.381674736355743,0.7,99.2221
2013-07-31,7.429951026801913,0.62,98.8987
2013-08-31,7.3981564271683755,0.69,99.4897
2013-09-30,7.427469281018309,0.76,100.021
2013-10-31,7.471103882143068,0.68,99.9037
2013-11-30,7.498766012651216,0.79,100.1582
2013-12-31,7.522052156213502,0.7,100.374
2014-01-31,7.485820940439103,0.75,99.9899
2014-02-28,7.528035686320635,0.59,100.7471
2014-03-31,7.534941689621359,0.79,101.7435
2014-04-30,7.541125984509956,0.79,101.8273
2014-05-31,7.561939496888287,0.83,102.2392
2014-06-30,7.580817724857355,0.72,102.5774
2014-07-31,7.565624376916723,0.65,102.7954
2014-08-31,7.602584890960301,0.82,102.6322
2014-09-30,7.586948121565447,0.85,102.9417
2014-10-31,7.609889208973016,0.78,102.9611
2014-11-30,7.634125436121084,0.67,103.5978
2014-12-31,7.629928294053399,0.8,103.6151
2015-01-31,7.598394523297378,0.83,102.7923
2015-02-28,7.651834732044073,0.87,102.1366
2015-03-31,7.634282708513117,0.93,101.7869
2015-04-30,7.642770460247074,0.81,101.2255
2015-05-31,7.65320529372281,0.82,100.7675
2015-06-30,7.631970720036347,0.86,100.4588
2015-07-31,7.651517322221877,0.79,101.0893
2015-08-31,7.5868971864566745,0.84,100.9165
2015-09-30,7.560094294092872,0.93,100.633
2015-10-31,7.639815354651173,1.07,100.1563
2015-11-30,7.640318744435349,1.05,99.4366
2015-12-31,7.622633061903273,1.13,98.9471
2016-01-31,7.570566789787099,1.21,99.4391
2016-02-29,7.566428189584245,1.34,98.9232
2016-03-31,7.63033561165697,1.33,98.1635
2016-04-30,7.633028982268904,1.14,98.4775
2016-05-31,7.648245956364162,0.96,98.2549
2016-06-30,7.649147345074136,0.84,98.7315
2016-07-31,7.684141833966285,0.87,98.8452
2016-08-31,7.682918737520866,1.0,98.7427
2016-09-30,7.681685857452251,0.95,98.6552
2016-10-31,7.662069662134942,0.87,98.7237
2016-11-30,7.695671788112744,0.93,98.3443
2016-12-31,7.713707204937967,0.9,99.0406
2017-01-31,7.731433620782593,1.04,98.8158
2017-02-28,7.767957319858794,1.1,98.4356
2017-03-31,7.767568023356182,1.11,99.0492
2017-04-30,7.776617037406285,0.95,100.0416
2017-05-31,7.788127526124138,0.91,100.128
2017-06-30,7.792930460603104,0.77,100.337
2017-07-31,7.812094889856766,0.85,100.0865
2017-08-31,7.81264130694716,0.87,99.6323
2017-09-30,7.831760049804299,0.86,99.7482
2017-10-31,7.853707266101775,0.91,100.9893
2017-11-30,7.8814012666327065,0.89,101.2493
2017-12-31,7.891185093725065,0.96,101.4871
2018-01-31,7.945842293586161,0.84,101.4852
2018-02-28,7.906116398872797,0.89,101.7319
2018-03-31,7.878862168866578,0.88,102.1943
2018-04-30,7.881578559254733,0.9,103.3551
2018-05-31,7.902958758026387,0.83,102.381
2018-06-30,7.907788989613405,0.79,103.2256
2018-07-31,7.943175208829472,0.84,103.3561
2018-08-31,7.972989215978122,0.81,104.0585
2018-09-30,7.977274485011158,0.82,104.1038
2018-10-31,7.9053473997812045,1.01,103.9297
2018-11-30,7.923049093312367,0.84,104.0126
2018-12-31,7.826781140177538,0.94,104.0451
2019-01-31,7.902524633216635,0.92,103.3598
2019-02-28,7.931820499774774,0.91,102.8251
2019-03-31,7.949585490045757,1.15,102.8361
2019-04-30,7.9881461910979015,1.04,102.2748
2019-05-31,7.920106049809596,0.91,102.4176
2019-06-30,7.986763537212405,0.91,102.5425
2019-07-31,7.9998057036336,0.92,102.0057
2019-08-31,7.981548141094324,0.93,102.7814
2019-09-30,7.998583104517994,0.94,102.4601
2019-10-31,8.018811300592532,1.02,101.5878
2019-11-30,8.052290332057035,0.98,102.1494
2019-12-31,8.080479476700981,1.11,101.9421
2020-01-31,8.078848314400055,1.16,101.3372
2020-02-29,7.9909911826348194,1.21,101.6718
2020-03-31,7.857322461063421,1.14,97.606
2020-04-30,7.97674324351219,1.13,84.6812
2020-05-31,8.021027961985988,0.99,86.0108
2020-06-30,8.039249363340378,0.93,91.6745
2020-07-31,8.092889204736865,0.91,95.0037
2020-08-31,8.160606392164077,0.9,95.9294
2020-09-30,8.120588410818428,1.0,95.8914
2020-10-31,8.092532751886418,0.9,96.5256
2020-11-30,8.194680427082016,1.06,96.9529
2020-12-31,8.231128868102395,0.83,98.2039
2021-01-31,8.219930084419678,0.84,98.8135
2021-02-28,8.245686194250382,0.66,95.5072
2021-03-31,8.28724962431138,0.88,98.1929
2021-04-30,8.338347561383376,0.8,98.3317
2021-05-31,8.343818027084044,0.81,99.1867
2021-06-30,8.365787953545237,0.84,99.6483
2021-07-31,8.388282870204144,0.9,100.0668
2021-08-31,8.416860043784268,0.88,100.0412
2021-09-30,8.368121964531092,0.93,98.9955
2021-10-31,8.434979736441331,0.99,100.3542
2021-11-30,8.426612140314353,0.93,101.2684
2021-12-31,8.469301048025418,0.89,101.1948
2022-01-31,8.415282274600427,0.92,101.2146
2022-02-28,8.383419483721504,0.9,101.8458
2022-03-31,8.418567722107772,1.07,102.6732
2022-04-30,8.326499889147337,0.88,102.9024
2022-05-31,8.32655313161354,0.82,102.9659
2022-06-30,8.238901557133367,0.92,102.8224
2022-07-01,8.32610291086516,0.9,103.0505
2022-08-01,8.282735880201754,0.92,103.1703
2022-09-01,8.184686713580762,0.88,103.5326
2022-10-01,8.261521278049617,0.96,103.4442
2022-11-01,8.313879254147267,0.75,103.1058
2022-12-01,8.253097428770598,0.83,101.8266
2023-01-01,8.313018610604948,0.89,102.7476
2023-02-01,8.286559131745154,1.02,102.8003
2023-03-01,8.321010424443418,1.23,102.8143
2023-04-01,8.33554660209298,0.99,103.2241
2023-05-01,8.338025873526252,0.97,102.9809
2023-06-01,8.400744738440896,1.07,102.3809
2023-07-01,8.431408689348599,1.18,103.0722
2023-08-01,8.413533485505605,1.26,103.0951
2023-09-01,8.363587317582322,1.42,103.3081
2023-10-01,8.341362476580919,1.37,102.5781
2023-11-01,8.426786924781672,1.42,102.8868
2023-12-01,8.47006596021328,1.38,102.6309
