"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","TRUSTGOV","TOT","PC","A","2011",20.6286698378698,
"CZE","TRUSTGOV","TOT","PC","A","2012",16.9811331658699,
"CZE","TRUSTGOV","TOT","PC","A","2013",24.2542617700795,
"CZE","TRUSTGOV","TOT","PC","A","2014",33.9732811212868,
"CZE","TRUSTGOV","TOT","PC","A","2015",43.5425873134496,
"CZE","TRUSTGOV","TOT","PC","A","2016",41.5120712288846,
"CZE","TRUSTGOV","TOT","PC","A","2017",34.3870808017862,
"CZE","TRUSTGOV","TOT","PC","A","2018",42.07833057775,
"CZE","TRUSTGOV","TOT","PC","A","2020",31.8858991214926,
"CZE","TRUSTGOV","TOT","PC","A","2021",28.4475429313419,
"CZE","TRUSTGOV","TOT","PC","A","2022",34.0826747537788,
"DNK","TRUSTGOV","TOT","PC","A","2006",66.868331656725,
"DNK","TRUSTGOV","TOT","PC","A","2007",59.2505953511862,
"DNK","TRUSTGOV","TOT","PC","A","2008",66.5933894811951,
"DNK","TRUSTGOV","TOT","PC","A","2009",62.6578141490452,
"DNK","TRUSTGOV","TOT","PC","A","2010",58.6689437181275,
"DNK","TRUSTGOV","TOT","PC","A","2011",47.1823328841313,
"DNK","TRUSTGOV","TOT","PC","A","2012",53.4252789831086,
"DNK","TRUSTGOV","TOT","PC","A","2013",39.1405106681844,
"DNK","TRUSTGOV","TOT","PC","A","2014",45.7836906639968,
"DNK","TRUSTGOV","TOT","PC","A","2015",57.9888642484797,
"DNK","TRUSTGOV","TOT","PC","A","2016",46.7660707808524,
"DNK","TRUSTGOV","TOT","PC","A","2017",57.2353315512816,
"DNK","TRUSTGOV","TOT","PC","A","2018",63.2478459186145,
"DNK","TRUSTGOV","TOT","PC","A","2019",63.2999031726247,
"DNK","TRUSTGOV","TOT","PC","A","2020",71.5797588737729,
"DNK","TRUSTGOV","TOT","PC","A","2021",65.1709716073998,
"DNK","TRUSTGOV","TOT","PC","A","2022",63.5359926406944,
"FIN","TRUSTGOV","TOT","PC","A","2006",75.7926285586337,
"FIN","TRUSTGOV","TOT","PC","A","2008",72.3243452569938,
"FIN","TRUSTGOV","TOT","PC","A","2010",46.1843622158383,
"FIN","TRUSTGOV","TOT","PC","A","2011",56.5402382888227,
"FIN","TRUSTGOV","TOT","PC","A","2012",59.7941598843626,
"FIN","TRUSTGOV","TOT","PC","A","2013",42.0593740626318,
"FIN","TRUSTGOV","TOT","PC","A","2014",46.8558861843762,
"FIN","TRUSTGOV","TOT","PC","A","2015",55.7600285323456,
"FIN","TRUSTGOV","TOT","PC","A","2016",48.5727259093159,
"FIN","TRUSTGOV","TOT","PC","A","2017",59.7538583335695,
"FIN","TRUSTGOV","TOT","PC","A","2018",55.5102212646279,
"FIN","TRUSTGOV","TOT","PC","A","2019",63.9188147034123,
"FIN","TRUSTGOV","TOT","PC","A","2020",80.863288011065,
"FIN","TRUSTGOV","TOT","PC","A","2021",71.3731249908732,
"FIN","TRUSTGOV","TOT","PC","A","2022",77.5449915345894,
"FRA","TRUSTGOV","TOT","PC","A","2006",32.4883525166435,
"FRA","TRUSTGOV","TOT","PC","A","2007",36.1352911129457,
"FRA","TRUSTGOV","TOT","PC","A","2008",45.2659394096814,
"FRA","TRUSTGOV","TOT","PC","A","2009",47.4448884929059,
"FRA","TRUSTGOV","TOT","PC","A","2010",40.146622731306,
"FRA","TRUSTGOV","TOT","PC","A","2011",37.5089251294202,
"FRA","TRUSTGOV","TOT","PC","A","2012",44.0625333396339,
"FRA","TRUSTGOV","TOT","PC","A","2013",39.5130526926862,
"FRA","TRUSTGOV","TOT","PC","A","2014",26.380172229118,
"FRA","TRUSTGOV","TOT","PC","A","2015",32.8252697918279,
"FRA","TRUSTGOV","TOT","PC","A","2016",28.3978157607008,
"FRA","TRUSTGOV","TOT","PC","A","2017",37.4793527389085,
"FRA","TRUSTGOV","TOT","PC","A","2018",38.0547431018663,
"FRA","TRUSTGOV","TOT","PC","A","2019",38.1849235823193,
"FRA","TRUSTGOV","TOT","PC","A","2020",41.0406651012307,
"FRA","TRUSTGOV","TOT","PC","A","2021",43.3520499917692,
"DEU","TRUSTGOV","TOT","PC","A","2006",32.1758802679406,
"DEU","TRUSTGOV","TOT","PC","A","2007",34.9765459965139,
"DEU","TRUSTGOV","TOT","PC","A","2008",43.1707621154454,
"DEU","TRUSTGOV","TOT","PC","A","2009",53.3415268397705,
"DEU","TRUSTGOV","TOT","PC","A","2010",39.542400943988,
"DEU","TRUSTGOV","TOT","PC","A","2011",42.458313094954,
"DEU","TRUSTGOV","TOT","PC","A","2012",51.6928196754929,
"DEU","TRUSTGOV","TOT","PC","A","2013",55.7760681240501,
"DEU","TRUSTGOV","TOT","PC","A","2014",60.1368861157108,
"DEU","TRUSTGOV","TOT","PC","A","2015",62.8003646734885,
"DEU","TRUSTGOV","TOT","PC","A","2016",55.2613565971883,
"DEU","TRUSTGOV","TOT","PC","A","2017",62.2935652402484,
"DEU","TRUSTGOV","TOT","PC","A","2018",59.2990586555584,
"DEU","TRUSTGOV","TOT","PC","A","2019",56.8460427456982,
"DEU","TRUSTGOV","TOT","PC","A","2020",65.406310434657,
"DEU","TRUSTGOV","TOT","PC","A","2021",60.4759932362344,
"DEU","TRUSTGOV","TOT","PC","A","2022",60.7603777839133,
"GRC","TRUSTGOV","TOT","PC","A","2006",48.754348966452,
"GRC","TRUSTGOV","TOT","PC","A","2007",38.1428451823773,
"GRC","TRUSTGOV","TOT","PC","A","2009",31.6206769615796,
"GRC","TRUSTGOV","TOT","PC","A","2010",23.6502410606961,
"GRC","TRUSTGOV","TOT","PC","A","2011",17.5151214535207,
"GRC","TRUSTGOV","TOT","PC","A","2012",12.6218991602625,
"GRC","TRUSTGOV","TOT","PC","A","2013",14.3608581264098,
"GRC","TRUSTGOV","TOT","PC","A","2014",18.8292739352843,
"GRC","TRUSTGOV","TOT","PC","A","2015",43.7318934948755,
"GRC","TRUSTGOV","TOT","PC","A","2016",13.2486555093508,
"GRC","TRUSTGOV","TOT","PC","A","2017",13.9880902374867,
"GRC","TRUSTGOV","TOT","PC","A","2018",15.7048653991274,
"GRC","TRUSTGOV","TOT","PC","A","2019",39.6424619237357,
"GRC","TRUSTGOV","TOT","PC","A","2020",39.7469760890433,
"GRC","TRUSTGOV","TOT","PC","A","2021",40.173639463011,
"GRC","TRUSTGOV","TOT","PC","A","2022",25.6266144139102,
"HUN","TRUSTGOV","TOT","PC","A","2006",36.0526361111571,
"HUN","TRUSTGOV","TOT","PC","A","2007",24.9713572886661,
"HUN","TRUSTGOV","TOT","PC","A","2008",19.9941780468094,
"HUN","TRUSTGOV","TOT","PC","A","2010",25.1568123545203,
"HUN","TRUSTGOV","TOT","PC","A","2011",35.9794165259357,
"HUN","TRUSTGOV","TOT","PC","A","2012",20.9778268131058,
"HUN","TRUSTGOV","TOT","PC","A","2013",32.7895949552699,
"HUN","TRUSTGOV","TOT","PC","A","2014",30.8385162025936,
"HUN","TRUSTGOV","TOT","PC","A","2015",27.9211903401081,
"HUN","TRUSTGOV","TOT","PC","A","2016",30.3772330086861,
"HUN","TRUSTGOV","TOT","PC","A","2017",37.7770498769594,
"HUN","TRUSTGOV","TOT","PC","A","2018",38.8044038624269,
"HUN","TRUSTGOV","TOT","PC","A","2019",48.3934186398412,
"HUN","TRUSTGOV","TOT","PC","A","2020",42.8733251215195,
"HUN","TRUSTGOV","TOT","PC","A","2021",41.6566138185724,
"HUN","TRUSTGOV","TOT","PC","A","2022",44.1911725509736,
"ISL","TRUSTGOV","TOT","PC","A","2008",23.810311106386,
"ISL","TRUSTGOV","TOT","PC","A","2012",25.7335575753305,
"ISL","TRUSTGOV","TOT","PC","A","2013",45.6565933652838,
"ISL","TRUSTGOV","TOT","PC","A","2015",42.7228133576729,
"ISL","TRUSTGOV","TOT","PC","A","2016",36.3518302386903,
"ISL","TRUSTGOV","TOT","PC","A","2017",36.5041931341138,
"ISL","TRUSTGOV","TOT","PC","A","2019",52.1377060493115,
"ISL","TRUSTGOV","TOT","PC","A","2020",59.2407281936249,
"ISL","TRUSTGOV","TOT","PC","A","2021",63.3886735712649,
"ISL","TRUSTGOV","TOT","PC","A","2022",51.5324987127802,
"IRL","TRUSTGOV","TOT","PC","A","2006",63.2926908294949,
"IRL","TRUSTGOV","TOT","PC","A","2008",51.3727909737909,
"IRL","TRUSTGOV","TOT","PC","A","2009",29.2569285376466,
"IRL","TRUSTGOV","TOT","PC","A","2010",33.2579368160728,
"IRL","TRUSTGOV","TOT","PC","A","2011",52.910414439423,
"IRL","TRUSTGOV","TOT","PC","A","2012",34.5872712500754,
"IRL","TRUSTGOV","TOT","PC","A","2013",28.5015541187537,
"IRL","TRUSTGOV","TOT","PC","A","2014",45.988237149778,
"IRL","TRUSTGOV","TOT","PC","A","2015",57.1841082491839,
"IRL","TRUSTGOV","TOT","PC","A","2016",57.4739774897754,
"IRL","TRUSTGOV","TOT","PC","A","2017",60.3799646882271,
"IRL","TRUSTGOV","TOT","PC","A","2018",61.8405288767387,
"IRL","TRUSTGOV","TOT","PC","A","2019",58.1215976215141,
"IRL","TRUSTGOV","TOT","PC","A","2020",58.8148266866781,
"IRL","TRUSTGOV","TOT","PC","A","2021",62.3389411864285,
"ITA","TRUSTGOV","TOT","PC","A","2006",23.8737994727616,
"ITA","TRUSTGOV","TOT","PC","A","2007",30.3424148646182,
"ITA","TRUSTGOV","TOT","PC","A","2008",36.3116575197283,
"ITA","TRUSTGOV","TOT","PC","A","2009",39.9521696026341,
"ITA","TRUSTGOV","TOT","PC","A","2010",33.3916393469551,
"ITA","TRUSTGOV","TOT","PC","A","2011",25.9559683178087,
"ITA","TRUSTGOV","TOT","PC","A","2012",28.0694606482693,
"ITA","TRUSTGOV","TOT","PC","A","2013",14.597214319755,
"ITA","TRUSTGOV","TOT","PC","A","2014",30.9035740148672,
"ITA","TRUSTGOV","TOT","PC","A","2015",26.0625878767127,
"ITA","TRUSTGOV","TOT","PC","A","2016",23.7599087653847,
"ITA","TRUSTGOV","TOT","PC","A","2017",23.0196292012131,
"ITA","TRUSTGOV","TOT","PC","A","2018",20.6626197456088,
"ITA","TRUSTGOV","TOT","PC","A","2019",22.1925858303397,
"ITA","TRUSTGOV","TOT","PC","A","2020",37.4515772443029,
"ITA","TRUSTGOV","TOT","PC","A","2021",35.429390283743,
"JPN","TRUSTGOV","TOT","PC","A","2006",35.0331289843876,
"JPN","TRUSTGOV","TOT","PC","A","2007",24.00056901907,
"JPN","TRUSTGOV","TOT","PC","A","2008",22.1201479543242,
"JPN","TRUSTGOV","TOT","PC","A","2009",25.1777884225857,
"JPN","TRUSTGOV","TOT","PC","A","2010",27.0271481785631,
"JPN","TRUSTGOV","TOT","PC","A","2011",23.1063634833865,
"JPN","TRUSTGOV","TOT","PC","A","2012",16.9178059703204,
"JPN","TRUSTGOV","TOT","PC","A","2013",35.8106893025437,
"JPN","TRUSTGOV","TOT","PC","A","2014",37.9515283802331,
"JPN","TRUSTGOV","TOT","PC","A","2015",35.2867215184008,
"JPN","TRUSTGOV","TOT","PC","A","2016",36.2200653973439,
"JPN","TRUSTGOV","TOT","PC","A","2017",41.2489941601125,
"JPN","TRUSTGOV","TOT","PC","A","2018",38.488039367055,
"JPN","TRUSTGOV","TOT","PC","A","2019",41.1213650479192,
"JPN","TRUSTGOV","TOT","PC","A","2020",42.337998467072,
"JPN","TRUSTGOV","TOT","PC","A","2021",29.0785675214417,
"JPN","TRUSTGOV","TOT","PC","A","2022",43.1462692986385,
"KOR","TRUSTGOV","TOT","PC","A","2006",22.6414493869729,
"KOR","TRUSTGOV","TOT","PC","A","2007",23.9366350108521,
"KOR","TRUSTGOV","TOT","PC","A","2008",27.3481350305661,
"KOR","TRUSTGOV","TOT","PC","A","2009",27.0037336636344,
"KOR","TRUSTGOV","TOT","PC","A","2010",32.4226994611414,
"KOR","TRUSTGOV","TOT","PC","A","2011",28.3037222266954,
"KOR","TRUSTGOV","TOT","PC","A","2012",23.0812561348807,
"KOR","TRUSTGOV","TOT","PC","A","2013",34.8586394756612,
"KOR","TRUSTGOV","TOT","PC","A","2014",28.4103521814528,
"KOR","TRUSTGOV","TOT","PC","A","2015",26.4757379348352,
"KOR","TRUSTGOV","TOT","PC","A","2016",23.7081578707328,
"KOR","TRUSTGOV","TOT","PC","A","2017",35.8582211551073,
"KOR","TRUSTGOV","TOT","PC","A","2018",38.9084017674115,
"KOR","TRUSTGOV","TOT","PC","A","2019",37.6757588549017,
"KOR","TRUSTGOV","TOT","PC","A","2020",44.8309238280724,
"KOR","TRUSTGOV","TOT","PC","A","2021",43.3829193400451,
"LUX","TRUSTGOV","TOT","PC","A","2008",82.4018115138469,
"LUX","TRUSTGOV","TOT","PC","A","2010",76.8445289356738,
"LUX","TRUSTGOV","TOT","PC","A","2011",77.0686673168671,
"LUX","TRUSTGOV","TOT","PC","A","2012",74.3670533489033,
"LUX","TRUSTGOV","TOT","PC","A","2013",73.6690229479412,
"LUX","TRUSTGOV","TOT","PC","A","2014",66.2738325750152,
"LUX","TRUSTGOV","TOT","PC","A","2015",69.4678367168458,
"LUX","TRUSTGOV","TOT","PC","A","2016",67.8977823862285,
"LUX","TRUSTGOV","TOT","PC","A","2017",73.8922066241593,
"LUX","TRUSTGOV","TOT","PC","A","2018",75.5200844504176,
"LUX","TRUSTGOV","TOT","PC","A","2019",78.0171007884326,
"MEX","TRUSTGOV","TOT","PC","A","2006",42.6359197725816,
"MEX","TRUSTGOV","TOT","PC","A","2007",41.8146600100788,
"MEX","TRUSTGOV","TOT","PC","A","2008",41.3553204471087,
"MEX","TRUSTGOV","TOT","PC","A","2009",44.6137847400114,
"MEX","TRUSTGOV","TOT","PC","A","2010",37.1986281216122,
"MEX","TRUSTGOV","TOT","PC","A","2011",38.344640875416,
"MEX","TRUSTGOV","TOT","PC","A","2012",36.1408784756755,
"MEX","TRUSTGOV","TOT","PC","A","2013",39.557135788317,
"MEX","TRUSTGOV","TOT","PC","A","2014",32.758204257445,
"MEX","TRUSTGOV","TOT","PC","A","2015",25.6193175012112,
"MEX","TRUSTGOV","TOT","PC","A","2016",27.7944071192951,
"MEX","TRUSTGOV","TOT","PC","A","2017",25.6953163204871,
"MEX","TRUSTGOV","TOT","PC","A","2018",29.4568493712817,
"MEX","TRUSTGOV","TOT","PC","A","2019",49.5231159478194,
"MEX","TRUSTGOV","TOT","PC","A","2020",45.9497858951298,
"MEX","TRUSTGOV","TOT","PC","A","2021",48.3326115001658,
"MEX","TRUSTGOV","TOT","PC","A","2022",52.8816455058393,
"NLD","TRUSTGOV","TOT","PC","A","2006",42.9006538271288,
"NLD","TRUSTGOV","TOT","PC","A","2007",66.1946027705701,
"NLD","TRUSTGOV","TOT","PC","A","2008",61.742884518497,
"NLD","TRUSTGOV","TOT","PC","A","2010",63.6186313994424,
"NLD","TRUSTGOV","TOT","PC","A","2011",60.3366779536316,
"NLD","TRUSTGOV","TOT","PC","A","2012",57.4513931181001,
"NLD","TRUSTGOV","TOT","PC","A","2013",54.2986902004046,
"NLD","TRUSTGOV","TOT","PC","A","2014",52.5242282456353,
"NLD","TRUSTGOV","TOT","PC","A","2015",57.9621031534256,
"NLD","TRUSTGOV","TOT","PC","A","2016",57.2273341763004,
"NLD","TRUSTGOV","TOT","PC","A","2017",66.9553628312174,
"NLD","TRUSTGOV","TOT","PC","A","2018",65.6541049004005,
"NLD","TRUSTGOV","TOT","PC","A","2019",61.6572239633327,
"NLD","TRUSTGOV","TOT","PC","A","2020",78.0745963024676,
"NLD","TRUSTGOV","TOT","PC","A","2021",58.4738788340274,
"NLD","TRUSTGOV","TOT","PC","A","2022",47.2347701581325,
"NZL","TRUSTGOV","TOT","PC","A","2006",62.648096695848,
"NZL","TRUSTGOV","TOT","PC","A","2007",58.644222165667,
"NZL","TRUSTGOV","TOT","PC","A","2008",46.4786362891635,
"NZL","TRUSTGOV","TOT","PC","A","2010",63.913515178855,
"NZL","TRUSTGOV","TOT","PC","A","2011",63.5153074560422,
"NZL","TRUSTGOV","TOT","PC","A","2012",61.4699937490701,
"NZL","TRUSTGOV","TOT","PC","A","2013",54.350865570354,
"NZL","TRUSTGOV","TOT","PC","A","2014",62.9681341251676,
"NZL","TRUSTGOV","TOT","PC","A","2015",62.0907686447981,
"NZL","TRUSTGOV","TOT","PC","A","2016",56.9690142072982,
"NZL","TRUSTGOV","TOT","PC","A","2017",60.9015469473419,
"NZL","TRUSTGOV","TOT","PC","A","2018",64.2461247353497,
"NZL","TRUSTGOV","TOT","PC","A","2019",67.5200840959097,
"NZL","TRUSTGOV","TOT","PC","A","2020",62.8641075031231,
"NZL","TRUSTGOV","TOT","PC","A","2021",63.4897827518881,
"NZL","TRUSTGOV","TOT","PC","A","2022",51.3921513069705,
"NOR","TRUSTGOV","TOT","PC","A","2006",68.2717221464595,
"NOR","TRUSTGOV","TOT","PC","A","2008",54.0760006444891,
"NOR","TRUSTGOV","TOT","PC","A","2012",66.3340505244774,
"NOR","TRUSTGOV","TOT","PC","A","2014",69.9690507161356,
"NOR","TRUSTGOV","TOT","PC","A","2015",58.6871616601625,
"NOR","TRUSTGOV","TOT","PC","A","2016",65.7646260201594,
"NOR","TRUSTGOV","TOT","PC","A","2017",71.7159775373959,
"NOR","TRUSTGOV","TOT","PC","A","2018",67.9502983314575,
"NOR","TRUSTGOV","TOT","PC","A","2019",59.7987006273954,
"NOR","TRUSTGOV","TOT","PC","A","2020",82.9234210846933,
"NOR","TRUSTGOV","TOT","PC","A","2021",77.352319776611,
"NOR","TRUSTGOV","TOT","PC","A","2022",63.6077672008499,
"POL","TRUSTGOV","TOT","PC","A","2006",6.8768737648731,
"POL","TRUSTGOV","TOT","PC","A","2007",18.7883477376476,
"POL","TRUSTGOV","TOT","PC","A","2008",28.4511510037596,
"POL","TRUSTGOV","TOT","PC","A","2009",31.1995880596053,
"POL","TRUSTGOV","TOT","PC","A","2010",35.5606236777172,
"POL","TRUSTGOV","TOT","PC","A","2011",27.2376171464873,
"POL","TRUSTGOV","TOT","PC","A","2012",26.8628752795577,
"POL","TRUSTGOV","TOT","PC","A","2013",16.3588135319203,
"POL","TRUSTGOV","TOT","PC","A","2014",25.252284515161,
"POL","TRUSTGOV","TOT","PC","A","2015",21.1427917322036,
"POL","TRUSTGOV","TOT","PC","A","2016",38.2713190902938,
"POL","TRUSTGOV","TOT","PC","A","2017",50.2480449014661,
"POL","TRUSTGOV","TOT","PC","A","2018",42.751770532449,
"POL","TRUSTGOV","TOT","PC","A","2019",49.7986028419138,
"POL","TRUSTGOV","TOT","PC","A","2020",27.3116610310921,
"POL","TRUSTGOV","TOT","PC","A","2021",25.9251651378815,
"POL","TRUSTGOV","TOT","PC","A","2022",34.1607151853422,
"PRT","TRUSTGOV","TOT","PC","A","2006",45.2416798659854,
"PRT","TRUSTGOV","TOT","PC","A","2008",33.9916802516193,
"PRT","TRUSTGOV","TOT","PC","A","2009",28.1744967430434,
"PRT","TRUSTGOV","TOT","PC","A","2010",24.4831041311832,
"PRT","TRUSTGOV","TOT","PC","A","2011",20.9976449080143,
"PRT","TRUSTGOV","TOT","PC","A","2012",23.0625158219976,
"PRT","TRUSTGOV","TOT","PC","A","2013",17.9213397483661,
"PRT","TRUSTGOV","TOT","PC","A","2014",22.7394462001861,
"PRT","TRUSTGOV","TOT","PC","A","2015",21.7742198661133,
"PRT","TRUSTGOV","TOT","PC","A","2016",35.4542411007049,
"PRT","TRUSTGOV","TOT","PC","A","2017",50.1088152840043,
"PRT","TRUSTGOV","TOT","PC","A","2018",52.0630661559634,
"PRT","TRUSTGOV","TOT","PC","A","2019",43.5605003837812,
"PRT","TRUSTGOV","TOT","PC","A","2020",61.4669417209344,
"PRT","TRUSTGOV","TOT","PC","A","2021",57.618641201935,
"PRT","TRUSTGOV","TOT","PC","A","2022",58.92422646215,
"SVK","TRUSTGOV","TOT","PC","A","2006",16.3079238875075,
"SVK","TRUSTGOV","TOT","PC","A","2010",30.8679532485732,
"SVK","TRUSTGOV","TOT","PC","A","2011",27.8723899689139,
"SVK","TRUSTGOV","TOT","PC","A","2012",36.838017006767,
"SVK","TRUSTGOV","TOT","PC","A","2013",28.3493229202678,
"SVK","TRUSTGOV","TOT","PC","A","2014",31.0181484673909,
"SVK","TRUSTGOV","TOT","PC","A","2015",27.6530670802911,
"SVK","TRUSTGOV","TOT","PC","A","2016",37.2222144207557,
"SVK","TRUSTGOV","TOT","PC","A","2017",34.1680088348464,
"SVK","TRUSTGOV","TOT","PC","A","2018",32.7658610588874,
"SVK","TRUSTGOV","TOT","PC","A","2019",23.097283281603,
"SVK","TRUSTGOV","TOT","PC","A","2020",30.7444519017386,
"SVK","TRUSTGOV","TOT","PC","A","2021",21.5807581467336,
"ESP","TRUSTGOV","TOT","PC","A","2006",52.7845740776254,
"ESP","TRUSTGOV","TOT","PC","A","2007",47.6248928950843,
"ESP","TRUSTGOV","TOT","PC","A","2008",57.9760434620168,
"ESP","TRUSTGOV","TOT","PC","A","2009",42.436204792935,
"ESP","TRUSTGOV","TOT","PC","A","2010",30.2731590467374,
"ESP","TRUSTGOV","TOT","PC","A","2011",30.8662722644219,
"ESP","TRUSTGOV","TOT","PC","A","2012",33.9146540193131,
"ESP","TRUSTGOV","TOT","PC","A","2013",18.454966121112,
"ESP","TRUSTGOV","TOT","PC","A","2014",21.0619813423205,
"ESP","TRUSTGOV","TOT","PC","A","2015",27.7751327590428,
"ESP","TRUSTGOV","TOT","PC","A","2016",30.2516670288051,
"ESP","TRUSTGOV","TOT","PC","A","2017",26.9585960029324,
"ESP","TRUSTGOV","TOT","PC","A","2018",28.5195625416916,
"ESP","TRUSTGOV","TOT","PC","A","2019",36.7785864601752,
"ESP","TRUSTGOV","TOT","PC","A","2020",38.1767100934638,
"ESP","TRUSTGOV","TOT","PC","A","2021",37.1703814804768,
"SWE","TRUSTGOV","TOT","PC","A","2006",44.0848562296211,
"SWE","TRUSTGOV","TOT","PC","A","2007",56.2064054206104,
"SWE","TRUSTGOV","TOT","PC","A","2008",51.7427458043301,
"SWE","TRUSTGOV","TOT","PC","A","2009",59.0337624809458,
"SWE","TRUSTGOV","TOT","PC","A","2010",60.2851234236302,
"SWE","TRUSTGOV","TOT","PC","A","2011",63.8707521003879,
"SWE","TRUSTGOV","TOT","PC","A","2012",62.6497233837146,
"SWE","TRUSTGOV","TOT","PC","A","2013",57.98550545138,
"SWE","TRUSTGOV","TOT","PC","A","2014",56.3272063866335,
"SWE","TRUSTGOV","TOT","PC","A","2015",49.9302027773589,
"SWE","TRUSTGOV","TOT","PC","A","2016",48.5791323327063,
"SWE","TRUSTGOV","TOT","PC","A","2017",55.9461971097114,
"SWE","TRUSTGOV","TOT","PC","A","2018",49.4396245863266,
"SWE","TRUSTGOV","TOT","PC","A","2019",51.3281754260436,
